UT,noun_phrase,n
WOS:000485625503132,social media,3
WOS:000485625503132,strike,1
WOS:000485625503132,study,1
WOS:000485625503132,success,1
WOS:000485625503132,system,3
WOS:000485625503132,time normalization,1
WOS:000485625503132,twitter,1
WOS:000485625503132,uruguay,1
WOS:000485625503132,venezuela,1
WOS:000485630704017,accuracy,1
WOS:000485630704017,activity recognition,1
WOS:000485630704017,advantage,1
WOS:000485630704017,application,1
WOS:000485630704017,art performance,1
WOS:000485630704017,attribute,6
WOS:000485630704017,attribute classifier,1
WOS:000485630704017,attribute relationship,2
WOS:000485630704017,attribute scor,1
WOS:000485630704017,aux network,1
WOS:000485630704017,auxiliary network,1
WOS:000485630704017,challenging publicly available dataset,1
WOS:000485630704017,classification,1
WOS:000485630704017,date,1
WOS:000485630704017,domain,1
WOS:000485630704017,effectiveness,1
WOS:000485630704017,explicit relationship,1
WOS:000485630704017,face verification,1
WOS:000485630704017,facial attribute classification attribute,1
WOS:000485630704017,factor,1
WOS:000485630704017,final network mcnn,1
WOS:000485630704017,goatee,1
WOS:000485630704017,heavy makeup,1
WOS:000485630704017,higher layer,1
WOS:000485630704017,important first step,1
WOS:000485630704017,individual attribute classifier,1
WOS:000485630704017,level relationship,1
WOS:000485630704017,lipstick,1
WOS:000485630704017,lowest layer,1
WOS:000485630704017,male,1
WOS:000485630704017,many attribute,1
WOS:000485630704017,many other,1
WOS:000485630704017,mcnn,3
WOS:000485630704017,method,1
WOS:000485630704017,mid-level semantic feature,1
WOS:000485630704017,most work,1
WOS:000485630704017,multi-task deep convolutional neural network,1
WOS:000485630704017,multi-task network,1
WOS:000485630704017,network,1
WOS:000485630704017,number,1
WOS:000485630704017,parameter,1
WOS:000485630704017,past few year,1
WOS:000485630704017,popularity,1
WOS:000485630704017,related attribute,1
WOS:000485630704017,result,1
WOS:000485630704017,score,1
WOS:000485630704017,state,1
WOS:000485630704017,training time,1
WOS:000485799500014,automatic test pattern generation,1
WOS:000485799500014,delay testing,1
WOS:000485799500014,rsfq circuit,1
WOS:000485799500014,timing verification,1
WOS:000486572503075,activity,1
WOS:000486572503075,activity retrieval,1
WOS:000486572503075,activitynet caption,1
WOS:000486572503075,approach,1
WOS:000486572503075,auxiliary task,1
WOS:000486572503075,boost performance,1
WOS:000486572503075,challenging benchmark,1
WOS:000486572503075,charade -sta,1
WOS:000486572503075,clip,1
WOS:000486572503075,clip proposal,1
WOS:000486572503075,clip retrieval,1
WOS:000486572503075,grain similarity metic,1
WOS:000486572503075,inherent structure,1
WOS:000486572503075,language feature,1
WOS:000486572503075,multi-task loss,1
WOS:000486572503075,multilevel language,1
WOS:000486572503075,multilevel model,1
WOS:000486572503075,prior work,2
WOS:000486572503075,problem,1
WOS:000486572503075,processing,2
WOS:000486572503075,query regeneration,1
WOS:000486572503075,query sentence,1
WOS:000486572503075,recurrent neural network,1
WOS:000486572503075,retrieval,1
WOS:000486572503075,sentence,1
WOS:000486572503075,task,1
WOS:000486572503075,text,3
WOS:000486572503075,text feature,1
WOS:000486572503075,unlikely clip,1
WOS:000486572503075,untrimmed video,1
WOS:000486572503075,video,2
WOS:000486572503075,vision,1
WOS:000486572503075,vision integration,1
WOS:000486572503075,visual feature,1
WOS:000486572503075,word level,1
WOS:000486655800002,fidelity,1
WOS:000486655800002,leakage interference,1
WOS:000486655800002,phase gate,1
WOS:000486655800002,qubit,1
WOS:000489763000017,camera,2
WOS:000489763000017,complementary information,1
WOS:000489763000017,contact,1
WOS:000489763000017,cot optical reader,2
WOS:000489763000017,cot reader,1
WOS:000489763000017,experiment,1
WOS:000489763000017,exploration,1
WOS:000489763000017,finger,1
WOS:000489763000017,fingerprint image,1
WOS:000489763000017,fingerprint image acquisition,1
WOS:000489763000017,fingerprint reader hardware,1
WOS:000489763000017,fingerprint research community,1
WOS:000489763000017,frustrate total internal reflection,1
WOS:000489763000017,ftir,1
WOS:000489763000017,ftir output,1
WOS:000489763000017,grayscale ftir image,1
WOS:000489763000017,hardware,1
WOS:000489763000017,high contrast,1
WOS:000489763000017,high resolution,1
WOS:000489763000017,hour,1
WOS:000489763000017,image,2
WOS:000489763000017,image stream,1
WOS:000489763000017,interoperability,1
WOS:000489763000017,new idea,1
WOS:000489763000017,novel fingerprint spoor detection technique,1
WOS:000489763000017,open source,1
WOS:000489763000017,open source fingerprint reader,2
WOS:000489763000017,open source stl file,1
WOS:000489763000017,optical fingerprint reader,1
WOS:000489763000017,other output direct image,1
WOS:000489763000017,performance improvement,1
WOS:000489763000017,platen,1
WOS:000489763000017,previous method,1
WOS:000489763000017,raspireader,7
WOS:000489763000017,result,1
WOS:000489763000017,simple method,1
WOS:000489763000017,software,2
WOS:000489763000017,spoof detection,1
WOS:000489763000017,such spoof detection technique,1
WOS:000489763000017,ubiquitous component,1
WOS:000490725100004,accuracy,1
WOS:000490725100004,algorithm,2
WOS:000490725100004,approaches,1
WOS:000490725100004,assembly,1
WOS:000490725100004,bandpass filter,1
WOS:000490725100004,billion,1
WOS:000490725100004,brain image,1
WOS:000490725100004,connectomics,1
WOS:000490725100004,contrast,1
WOS:000490725100004,convolutional net,2
WOS:000490725100004,deep metic,1
WOS:000490725100004,false match,2
WOS:000490725100004,image correspondence,1
WOS:000490725100004,image correspondences,1
WOS:000490725100004,image feature,1
WOS:000490725100004,improveament,1
WOS:000490725100004,location,1
WOS:000490725100004,main technical contribution,1
WOS:000490725100004,method,3
WOS:000490725100004,metic,1
WOS:000490725100004,microscopy,1
WOS:000490725100004,ncc value,1
WOS:000490725100004,nccnet,1
WOS:000490725100004,normalized cross correlation,1
WOS:000490725100004,other computer vision application,1
WOS:000490725100004,parameter,1
WOS:000490725100004,patch,1
WOS:000490725100004,petascale dataset,1
WOS:000490725100004,robustness,1
WOS:000490725100004,serial section,1
WOS:000490725100004,template,1
WOS:000490725100004,template match,1
WOS:000490725100004,template matching template,1
WOS:000490725100004,training,2
WOS:000490725100004,true match,1
WOS:000490725100004,vanilla ncc,1
WOS:000490725100027,3d convolution,1
WOS:000490725100027,3d convolutional net architecture,1
WOS:000490725100027,art accuracy,1
WOS:000490725100027,biomedical analysis domain involve analyze volumetic,1
WOS:000490725100027,cloud cpu inference,1
WOS:000490725100027,convolutional net,1
WOS:000490725100027,convolutional network,1
WOS:000490725100027,cost efficiency,1
WOS:000490725100027,cpu -only engine,1
WOS:000490725100027,cpu implementation,1
WOS:000490725100027,data,1
WOS:000490725100027,efficient 3d convnet inference,1
WOS:000490725100027,efficient inference problem,1
WOS:000490725100027,inference,1
WOS:000490725100027,limit computational resource,1
WOS:000490725100027,low featuremap numbers,1
WOS:000490725100027,many biomedical image analysis tasnks,1
WOS:000490725100027,many large image,1
WOS:000490725100027,many task,1
WOS:000490725100027,manycore cpus convolutional nets,1
WOS:000490725100027,microscopy acquisition method,1
WOS:000490725100027,net architecture,1
WOS:000490725100027,paper,1
WOS:000490725100027,popular u,1
WOS:000490725100027,present pznet,1
WOS:000490725100027,pytorch,1
WOS:000490725100027,pznet,1
WOS:000490725100027,pznet outperform,1
WOS:000490725100027,pznet outperform cloud gpu inference,1
WOS:000490725100027,state,1
WOS:000490725100027,system,1
WOS:000490725100027,tensorflow,1
WOS:000490725100027,term,1
WOS:000490725100027,variety,1
WOS:000490895400009,-propagation,1
WOS:000490895400009,algorithm,1
WOS:000490895400009,approach,1
WOS:000490895400009,art image,1
WOS:000490895400009,assumption,2
WOS:000490895400009,batch,1
WOS:000490895400009,batch fashion,1
WOS:000490895400009,classification,2
WOS:000490895400009,classification methods,2
WOS:000490895400009,classifier,1
WOS:000490895400009,classifier suffer,1
WOS:000490895400009,data,1
WOS:000490895400009,deep,1
WOS:000490895400009,different type,1
WOS:000490895400009,discriminative subspace structure,1
WOS:000490895400009,embedding,1
WOS:000490895400009,end fashion,1
WOS:000490895400009,environment,1
WOS:000490895400009,feature,1
WOS:000490895400009,feed,1
WOS:000490895400009,few assumption,1
WOS:000490895400009,form,1
WOS:000490895400009,forward embedding,1
WOS:000490895400009,image,3
WOS:000490895400009,image data,1
WOS:000490895400009,image set,1
WOS:000490895400009,image set dataset,1
WOS:000490895400009,inspired subspace model,1
WOS:000490895400009,loss function,1
WOS:000490895400009,low-dimensional subspace,1
WOS:000490895400009,many image,1
WOS:000490895400009,method,1
WOS:000490895400009,methods rely,1
WOS:000490895400009,modeling,1
WOS:000490895400009,models,1
WOS:000490895400009,nonlinear embedding,1
WOS:000490895400009,nonlinear subspace feature enhancement,2
WOS:000490895400009,nsfe,2
WOS:000490895400009,object lie,1
WOS:000490895400009,paper,1
WOS:000490895400009,performance,2
WOS:000490895400009,practical unconstrained setting,1
WOS:000490895400009,several method,1
WOS:000490895400009,space,1
WOS:000490895400009,sparse representation,1
WOS:000490895400009,step,1
WOS:000490895400009,stochastic gradient descent,1
WOS:000490895400009,subspace,1
WOS:000490895400009,subspace model,1
WOS:000490895400009,success,1
WOS:000490895400009,successful performance,1
WOS:000490895400009,such subspace,1
WOS:000490895400009,turn,1
WOS:000490895400009,underlying model,1
WOS:000490895400009,union,1
WOS:000492899400001,analog simulation,1
WOS:000492899400001,annotation,1
WOS:000492899400001,article,1
WOS:000492899400001,asynchronous sfq circuit design,1
WOS:000492899400001,asynchronous single flux quantum,1
WOS:000492899400001,automatic placement,2
WOS:000492899400001,behavioral verilog,1
WOS:000492899400001,benefit arithmetic logic unit design,1
WOS:000492899400001,cadence innovus,1
WOS:000492899400001,cell level,1
WOS:000492899400001,check,1
WOS:000492899400001,circuit,1
WOS:000492899400001,commercial electronic design automation,1
WOS:000492899400001,correct functionality,1
WOS:000492899400001,design,1
WOS:000492899400001,design choice,1
WOS:000492899400001,design rule,1
WOS:000492899400001,design vision,1
WOS:000492899400001,dual rail asynchronous cell,1
WOS:000492899400001,dual rail sfq asynchronous cell,1
WOS:000492899400001,eda tool,1
WOS:000492899400001,example,1
WOS:000492899400001,finish circuit design layout,1
WOS:000492899400001,innovus,1
WOS:000492899400001,layout,1
WOS:000492899400001,methodology,3
WOS:000492899400001,passive transmission line line,1
WOS:000492899400001,place,2
WOS:000492899400001,route methodology,1
WOS:000492899400001,route stage,1
WOS:000492899400001,schematic,1
WOS:000492899400001,script,1
WOS:000492899400001,single rail cell,1
WOS:000492899400001,single rail netlist,1
WOS:000492899400001,specific cell,1
WOS:000492899400001,tool,1
WOS:000492899400001,transmission line length,1
WOS:000492899400001,various stage,1
WOS:000492904000028,aggregation mechanism,1
WOS:000492904000028,algorithm,1
WOS:000492904000028,broad set,1
WOS:000492904000028,cifar10,1
WOS:000492904000028,contrast,1
WOS:000492904000028,cs4 dataset,1
WOS:000492904000028,discriminative unified template,1
WOS:000492904000028,extensive experimental result,1
WOS:000492904000028,face,1
WOS:000492904000028,factor,1
WOS:000492904000028,feature,1
WOS:000492904000028,feature pooling network,1
WOS:000492904000028,image,1
WOS:000492904000028,importance,1
WOS:000492904000028,inherent diversity,1
WOS:000492904000028,input data,1
WOS:000492904000028,instance,1
WOS:000492904000028,level feature,1
WOS:000492904000028,level information,1
WOS:000492904000028,level representation,2
WOS:000492904000028,methods,1
WOS:000492904000028,mnist,1
WOS:000492904000028,multiple image,1
WOS:000492904000028,multiple instance,1
WOS:000492904000028,network,1
WOS:000492904000028,new technique,1
WOS:000492904000028,new technique outperform statistical feature,1
WOS:000492904000028,noise,1
WOS:000492904000028,opportunity,1
WOS:000492904000028,other feature aggregation method,1
WOS:000492904000028,recognition many computer vision tasnks,1
WOS:000492904000028,redundancy,1
WOS:000492904000028,single template,1
WOS:000492904000028,specific concept,1
WOS:000492904000028,subject,1
WOS:000492904000028,task,1
WOS:000492904000028,tasnks,1
WOS:000492904000028,template,1
WOS:000492904000028,template structure,1
WOS:000492904000028,weight,2
WOS:000492975300018,aggregate forecast,1
WOS:000492975300018,aggregate judgment,1
WOS:000492975300018,aggregate prediction,1
WOS:000492975300018,best forecaster,1
WOS:000492975300018,brier score,1
WOS:000492975300018,collective judgment,1
WOS:000492975300018,confidence,1
WOS:000492975300018,context,1
WOS:000492975300018,correct response,1
WOS:000492975300018,crowd,3
WOS:000492975300018,data,1
WOS:000492975300018,deep neural ranking,1
WOS:000492975300018,deep siamese network model,1
WOS:000492975300018,deep siamese neural network,1
WOS:000492975300018,effect,1
WOS:000492975300018,event,1
WOS:000492975300018,expertise,1
WOS:000492975300018,forecast aggregation model,1
WOS:000492975300018,forecaster,3
WOS:000492975300018,geopolitical event,2
WOS:000492975300018,judgments,1
WOS:000492975300018,large number,1
WOS:000492975300018,many example,1
WOS:000492975300018,meta,1
WOS:000492975300018,most weight,1
WOS:000492975300018,outcome,1
WOS:000492975300018,pair,1
WOS:000492975300018,pair -wise forecaster comparisons,1
WOS:000492975300018,paper,1
WOS:000492975300018,participant impart,1
WOS:000492975300018,prediction,3
WOS:000492975300018,preliminary result,1
WOS:000492975300018,problem,1
WOS:000492975300018,question,1
WOS:000492975300018,ranking,2
WOS:000492975300018,size,1
WOS:000492975300018,topical information,1
WOS:000492975300018,tournament,1
WOS:000492975300018,typical aggregation technique,1
WOS:000492975300018,volunteer analyst,1
WOS:000492975300018,wisdom,1
WOS:000493046103066,bigpatent,1
WOS:000493046103066,coherent summarization na,1
WOS:000493046103066,scale dataset,1
WOS:000493046105016,absolute improvement,1
WOS:000493046105016,ancient greek,1
WOS:000493046105016,art result,1
WOS:000493046105016,automatic decipherment,1
WOS:000493046105016,automatic result,1
WOS:000493046105016,character,1
WOS:000493046105016,cognate,2
WOS:000493046105016,decipherment,1
WOS:000493046105016,expressive sequence,1
WOS:000493046105016,historical linguistic,1
WOS:000493046105016,lack,1
WOS:000493046105016,language change,1
WOS:000493046105016,level correspondences,1
WOS:000493046105016,linear b,1
WOS:000493046105016,lost language,1
WOS:000493046105016,minimum -cost flow,1
WOS:000493046105016,minimum -cost flow problem,1
WOS:000493046105016,model,3
WOS:000493046105016,model design,1
WOS:000493046105016,neural decipherment,1
WOS:000493046105016,novel neural approach,1
WOS:000493046105016,paper,1
WOS:000493046105016,pattern,1
WOS:000493046105016,sequence model,1
WOS:000493046105016,state,1
WOS:000493046105016,strong supervision signal,1
WOS:000493046105016,syllabic language,1
WOS:000493046105016,training procedure,1
WOS:000493046105016,unsupervised manner,1
WOS:000493046107025,neural network alignment,1
WOS:000493046107025,sentential paraphrase,1
WOS:000493046109027,sentence centrality,1
WOS:000493046109027,unsupervised summarization,1
WOS:000493046109038,multi-task architecture,1
WOS:000493046109038,neural query translation,1
WOS:000493046109038,relevance,1
WOS:000493459900012,effect,1
WOS:000493459900012,parallel tempere monte carlo algorithm na,1
WOS:000493459900012,temperatur,1
WOS:000493566500027,-dimensional descriptor,1
WOS:000493566500027,art latent recognition systems,1
WOS:000493566500027,automate region,1
WOS:000493566500027,background set,1
WOS:000493566500027,candidate list,1
WOS:000493566500027,comparison,1
WOS:000493566500027,complementary minutia template,1
WOS:000493566500027,computational efficiency,1
WOS:000493566500027,core,1
WOS:000493566500027,cot systems,1
WOS:000493566500027,cropping,1
WOS:000493566500027,descriptor length,1
WOS:000493566500027,end latent fingerprint search latent fingerprint,1
WOS:000493566500027,end latent fingerprint search system,1
WOS:000493566500027,end system,1
WOS:000493566500027,evidence,1
WOS:000493566500027,feature comparison,1
WOS:000493566500027,feature extraction,1
WOS:000493566500027,forensic agency,1
WOS:000493566500027,interest,1
WOS:000493566500027,latent,7
WOS:000493566500027,latent database,1
WOS:000493566500027,latent image preprocessing,1
WOS:000493566500027,latent search performance,1
WOS:000493566500027,law enforcement,1
WOS:000493566500027,manual markup,1
WOS:000493566500027,mate,1
WOS:000493566500027,minutia,2
WOS:000493566500027,multi-core solution,1
WOS:000493566500027,neighborhood,1
WOS:000493566500027,nist sd27,1
WOS:000493566500027,performance,1
WOS:000493566500027,poor quality latent,1
WOS:000493566500027,print,1
WOS:000493566500027,product quantization,1
WOS:000493566500027,quantitative evidential analysis,1
WOS:000493566500027,rank,1
WOS:000493566500027,reference print,1
WOS:000493566500027,retrieval rate,1
WOS:000493566500027,separate minutia extraction model,1
WOS:000493566500027,small number,1
WOS:000493566500027,small ridge area,1
WOS:000493566500027,source,1
WOS:000493566500027,state,1
WOS:000493566500027,texture template,1
WOS:000493566500027,true comparison score,1
WOS:000493566500027,virtual minutia,1
WOS:000493566500027,virtual minutia set,1
WOS:000493566600004,3d presentation attack,1
WOS:000493566600004,acer,1
WOS:000493566600004,analysis,1
WOS:000493566600004,approach,2
WOS:000493566600004,baseline,1
WOS:000493566600004,biometric face presentation attack detection,1
WOS:000493566600004,color,1
WOS:000493566600004,context,1
WOS:000493566600004,data,1
WOS:000493566600004,database,2
WOS:000493566600004,dataset,1
WOS:000493566600004,depth,1
WOS:000493566600004,different channel,1
WOS:000493566600004,face pad,2
WOS:000493566600004,fail,1
WOS:000493566600004,feature,1
WOS:000493566600004,impersonation,1
WOS:000493566600004,issue,1
WOS:000493566600004,mainstream biometric authentication method,1
WOS:000493566600004,many method,1
WOS:000493566600004,method,1
WOS:000493566600004,multi-channel convolutional neural network,1
WOS:000493566600004,multi-channel convolutional neural network face recognition,1
WOS:000493566600004,multiple channel,1
WOS:000493566600004,new wide multi-channel presentation attack,1
WOS:000493566600004,obfuscation attack,1
WOS:000493566600004,presentation attack,2
WOS:000493566600004,presentation attack detection,1
WOS:000493566600004,presentation attack instrument,1
WOS:000493566600004,quality,1
WOS:000493566600004,reliable pa detection,1
WOS:000493566600004,research,1
WOS:000493566600004,result,1
WOS:000493566600004,silicone mask,1
WOS:000493566600004,software,1
WOS:000493566600004,sophisticate attack,1
WOS:000493566600004,spoofing,1
WOS:000493566600004,time,1
WOS:000493566600004,unsupervised applications,1
WOS:000493566600004,usability,1
WOS:000493566600004,visual spectra,1
WOS:000493566600004,vulnerability,1
WOS:000493566600004,wide variety,1
WOS:000493716100030,administrative position,1
WOS:000493716100030,affect,1
WOS:000493716100030,clustering,1
WOS:000493716100030,cognitive ability,1
WOS:000493716100030,computational framework,2
WOS:000493716100030,dimension,1
WOS:000493716100030,emotional stress,1
WOS:000493716100030,framework,1
WOS:000493716100030,health,1
WOS:000493716100030,high risk,1
WOS:000493716100030,hospital,1
WOS:000493716100030,hospital employee,1
WOS:000493716100030,hospital worker,2
WOS:000493716100030,job performance,1
WOS:000493716100030,large los angeles hospital,1
WOS:000493716100030,latent interplay,1
WOS:000493716100030,latent psychological makeup,1
WOS:000493716100030,latent psychological structure,2
WOS:000493716100030,machine,1
WOS:000493716100030,model,1
WOS:000493716100030,non-negative matrix factorization,1
WOS:000493716100030,nurse,1
WOS:000493716100030,occupational burnout,2
WOS:000493716100030,paper,1
WOS:000493716100030,part,1
WOS:000493716100030,personality,1
WOS:000493716100030,psychological construct,1
WOS:000493716100030,psychological survey instrument,1
WOS:000493716100030,psychometric data,1
WOS:000493716100030,report assessment,1
WOS:000493716100030,schedule,1
WOS:000493716100030,self,1
WOS:000493716100030,stress environment,1
WOS:000493716100030,study population,1
WOS:000493716100030,suite,1
WOS:000493716100030,tile,1
WOS:000493716100030,trait,1
WOS:000493716100030,understaffing,1
WOS:000493716100030,week research study,1
WOS:000493716100030,worker,1
WOS:000493811100033,accuracy,1
WOS:000493811100033,chinese patent word segmentation,1
WOS:000493811100033,chinese word segmentation,1
WOS:000493811100033,day language,1
WOS:000493811100033,development set,1
WOS:000493811100033,effective document,1
WOS:000493811100033,experiment,1
WOS:000493811100033,government,1
WOS:000493811100033,group,1
WOS:000493811100033,high concentration,1
WOS:000493811100033,high frequency,1
WOS:000493811100033,invention,1
WOS:000493811100033,inventor,1
WOS:000493811100033,level feature,2
WOS:000493811100033,model,2
WOS:000493811100033,novel document,1
WOS:000493811100033,paper,1
WOS:000493811100033,patent,3
WOS:000493811100033,pragmatic approach,1
WOS:000493811100033,property,1
WOS:000493811100033,score,1
WOS:000493811100033,sequence,1
WOS:000493811100033,specific patent,1
WOS:000493811100033,technical term,2
WOS:000493811100033,test,1
WOS:000493814100085,hierarchical summarization,1
WOS:000493814100085,multi-document summarization,1
WOS:000493814100124,additional instance,1
WOS:000493814100124,asr training data,1
WOS:000493814100124,babel program,1
WOS:000493814100124,broad view,1
WOS:000493814100124,burstiness,1
WOS:000493814100124,confident keyword hypothesis,1
WOS:000493814100124,consistent improvement,1
WOS:000493814100124,contextual information,1
WOS:000493814100124,corpora,1
WOS:000493814100124,detection,1
WOS:000493814100124,document,2
WOS:000493814100124,gram language model,1
WOS:000493814100124,instance,1
WOS:000493814100124,interpolation weight,1
WOS:000493814100124,keyword,1
WOS:000493814100124,language,1
WOS:000493814100124,lower scoring hit,1
WOS:000493814100124,phenomenon,1
WOS:000493814100124,principled approach,1
WOS:000493814100124,re-weighting approach,1
WOS:000493814100124,same document,1
WOS:000493814100124,single document,1
WOS:000493814100124,term,2
WOS:000493814100124,term detection,1
WOS:000493814100124,term detection performance,2
WOS:000493814100124,topic context,1
WOS:000493814100124,variability,1
WOS:000493814100124,word co-occurrence statistic,1
WOS:000493814100124,word repetition,2
WOS:000493814100127,approach,1
WOS:000493814100127,assamese,1
WOS:000493814100127,automatic speech recognition,1
WOS:000493814100127,best result,1
WOS:000493814100127,certain applications,1
WOS:000493814100127,decrease,1
WOS:000493814100127,different morphological property,1
WOS:000493814100127,generate,1
WOS:000493814100127,language,2
WOS:000493814100127,morphological complexity,1
WOS:000493814100127,novel way,1
WOS:000493814100127,optical character recognition,1
WOS:000493814100127,resource language,2
WOS:000493814100127,result,1
WOS:000493814100127,small amount,1
WOS:000493814100127,test,1
WOS:000493814100127,unlabeled training data,1
WOS:000493814100127,unsupervised morphology,1
WOS:000493814100127,vocabulary,1
WOS:000493814100127,vocabulary expansion,1
WOS:000493814100127,vocabulary generator,1
WOS:000493814100127,vocabulary word rate,1
WOS:000493814100127,word,1
WOS:000493904300020,aggregation,1
WOS:000493904300020,annotator,1
WOS:000493904300020,annotator comparison,1
WOS:000493904300020,bounded support,1
WOS:000493904300020,contrast direct assessment,1
WOS:000493904300020,correlation,1
WOS:000493904300020,dataset construction,1
WOS:000493904300020,dataset creation,1
WOS:000493904300020,easl,1
WOS:000493904300020,efficient annotation,1
WOS:000493904300020,efficient online scalar annotation,1
WOS:000493904300020,greater annotator efficiency,1
WOS:000493904300020,ground truth,1
WOS:000493904300020,human judgment,1
WOS:000493904300020,hybrid approach,1
WOS:000493904300020,item,2
WOS:000493904300020,manual system evaluation,1
WOS:000493904300020,mechanism,1
WOS:000493904300020,novel method,1
WOS:000493904300020,pairwise,1
WOS:000493904300020,proposal,1
WOS:000493904300020,scalar annotation,1
WOS:000493904300020,scalar label,1
WOS:000493904300020,score,2
WOS:000493904300020,strategy,1
WOS:000493904300020,system quality estimation,1
WOS:000494458100011,-nanosecond spin-torque,1
WOS:000494458100011,characteristic,1
WOS:000494458100011,cryogenic applications,1
WOS:000494458100011,cryogenic comput system,1
WOS:000494458100011,cryogenic temperature spin,1
WOS:000494458100011,diameter,1
WOS:000494458100011,energy consuming,1
WOS:000494458100011,energy increase,1
WOS:000494458100011,further device optimization,1
WOS:000494458100011,largest reduction,1
WOS:000494458100011,low temperature,1
WOS:000494458100011,magnetic random access memory device,1
WOS:000494458100011,measurement,1
WOS:000494458100011,nanometer scale device,1
WOS:000494458100011,nanopillar device,1
WOS:000494458100011,ns pulse,1
WOS:000494458100011,other type,1
WOS:000494458100011,perpendicular magnetic tunnel junction,1
WOS:000494458100011,perpendicular magnetic tunnel junction nanopillar,1
WOS:000494458100011,pmtj,1
WOS:000494458100011,pmtj device,1
WOS:000494458100011,promise,1
WOS:000494458100011,result,1
WOS:000494458100011,room temperature,1
WOS:000494458100011,room temperature property,1
WOS:000494458100011,route,1
WOS:000494458100011,significant interest,1
WOS:000494458100011,spin,1
WOS:000494458100011,switch,1
WOS:000494458100011,temperature,2
WOS:000494458100011,temperature nanosecond duration spin -transfer,1
WOS:000494458100011,time decrease,1
WOS:000494458100011,transfer device,1
WOS:000494458100011,write error rate,1
WOS:000494461700071,qubit,1
WOS:000494640800107,cad overview,1
WOS:000494640800107,single flux quantum circuit technology,1
WOS:000494640800108,design automation methodology,1
WOS:000494640800108,superconductive electronics,1
WOS:000494640800108,tool,1
WOS:000494680200024,accuracy,1
WOS:000494680200024,analysis,3
WOS:000494680200024,application,1
WOS:000494680200024,assumption,1
WOS:000494680200024,average error,1
WOS:000494680200024,case,1
WOS:000494680200024,case study,1
WOS:000494680200024,chip power,1
WOS:000494680200024,common structure,1
WOS:000494680200024,complex electrical structure,1
WOS:000494680200024,corner,1
WOS:000494680200024,decoupling capacitor allocation,1
WOS:000494680200024,dimension,1
WOS:000494680200024,edge,1
WOS:000494680200024,effective resistance,4
WOS:000494680200024,effective resistance estimation,1
WOS:000494680200024,engineering,1
WOS:000494680200024,error,1
WOS:000494680200024,exact integral equation,1
WOS:000494680200024,expressions,2
WOS:000494680200024,form approximation,1
WOS:000494680200024,good agreement,1
WOS:000494680200024,grid,2
WOS:000494680200024,grid edge,2
WOS:000494680200024,ground network,1
WOS:000494680200024,inaccurate result,1
WOS:000494680200024,infinite dimension,1
WOS:000494680200024,infinite mesh structure,2
WOS:000494680200024,infinite resistive lattice,1
WOS:000494680200024,integral expressions,1
WOS:000494680200024,ir analysis,1
WOS:000494680200024,ir drop analysis,1
WOS:000494680200024,magnitude speedup,1
WOS:000494680200024,maximum error,1
WOS:000494680200024,mesh,1
WOS:000494680200024,nodal analysis,1
WOS:000494680200024,order,1
WOS:000494680200024,power delivery system,1
WOS:000494680200024,powerful tool,1
WOS:000494680200024,resistive mesh,2
WOS:000494680200024,science,1
WOS:000494680200024,semiconductor substrate,1
WOS:000494680200024,structure,1
WOS:000494680200024,target node,1
WOS:000494680200024,tenfold reduction,1
WOS:000494680200024,thermal conductive media,1
WOS:000494680200024,transistor,1
WOS:000494680200024,two-dimensional resistive grid,1
WOS:000494680200024,vlsi system,1
WOS:000496126600001,ability,2
WOS:000496126600001,ability enhance collective problem solve,1
WOS:000496126600001,agent,1
WOS:000496126600001,better idea,1
WOS:000496126600001,city,1
WOS:000496126600001,cognitive diversity,1
WOS:000496126600001,communicative social structure,1
WOS:000496126600001,context,1
WOS:000496126600001,deliberative group,1
WOS:000496126600001,different agent,1
WOS:000496126600001,diversity,4
WOS:000496126600001,emergent outcomes,1
WOS:000496126600001,form,1
WOS:000496126600001,genera ability,1
WOS:000496126600001,genera benefit,1
WOS:000496126600001,global diversity,1
WOS:000496126600001,group,1
WOS:000496126600001,idea,1
WOS:000496126600001,intermixing,1
WOS:000496126600001,knowledge,6
WOS:000496126600001,local diversity,1
WOS:000496126600001,local homogeneity perform,1
WOS:000496126600001,longer period,1
WOS:000496126600001,manipulation,1
WOS:000496126600001,mix different individual,1
WOS:000496126600001,modeling,1
WOS:000496126600001,network diversity,1
WOS:000496126600001,perform,1
WOS:000496126600001,perspective,1
WOS:000496126600001,problem solive,1
WOS:000496126600001,research,1
WOS:000496126600001,scale,1
WOS:000496126600001,social setting,1
WOS:000496126600001,tech -cluster,1
WOS:000496126600001,time scale,1
WOS:000501488900067,approach,1
WOS:000501488900067,automatic speech recognition,1
WOS:000501488900067,automatic word alignment,1
WOS:000501488900067,baseline probabilistic model,1
WOS:000501488900067,best output,1
WOS:000501488900067,better probability,1
WOS:000501488900067,case relevance,1
WOS:000501488900067,character sequence,1
WOS:000501488900067,clir,2
WOS:000501488900067,clir relevance scor,1
WOS:000501488900067,complex language,1
WOS:000501488900067,confusion network,1
WOS:000501488900067,contrast,1
WOS:000501488900067,cross-lingual information retrieval,1
WOS:000501488900067,cross-lingual ir,1
WOS:000501488900067,data,1
WOS:000501488900067,final task,1
WOS:000501488900067,further improvement,1
WOS:000501488900067,input source word,1
WOS:000501488900067,language,1
WOS:000501488900067,large amount,1
